flavor	drug	concentration	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
relative	Azithromycin	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Azithromycin	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	20	0.65	6
relative	Azithromycin	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	20	0.35	6
relative	Azithromycin	2.5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Azithromycin	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	20	0.65	6
relative	Azithromycin	2.5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	20	0.35	6
relative	Azithromycin	2.5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Azithromycin	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	20	0.45	6
relative	Azithromycin	2.5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	20	0.55	6
relative	Azithromycin	2.5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Azithromycin	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	15	20	0.75	6
relative	Azithromycin	2.5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	20	0.25	6
relative	Azithromycin	2.5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
relative	Azithromycin	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	20	0.7	6
relative	Azithromycin	2.5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	20	0.3	6
relative	Azithromycin	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	21	0.6666666666666666	5
relative	Azithromycin	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	21	0.3333333333333333	5
relative	Azithromycin	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	21	0.47619047619047616	5
relative	Azithromycin	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	21	0.5238095238095238	5
relative	Azithromycin	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	21	0.38095238095238093	5
relative	Azithromycin	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	13	21	0.6190476190476191	5
relative	Azithromycin	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	21	0.6666666666666666	5
relative	Azithromycin	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	21	0.3333333333333333	5
relative	Azithromycin	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	21	0.6190476190476191	5
relative	Azithromycin	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	21	0.38095238095238093	5
relative	Azithromycin	50	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	21	0.6666666666666666	6
relative	Azithromycin	50	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	21	0.3333333333333333	6
relative	Azithromycin	50	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	21	0.38095238095238093	6
relative	Azithromycin	50	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	13	21	0.6190476190476191	6
relative	Azithromycin	50	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	21	0.5238095238095238	6
relative	Azithromycin	50	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	21	0.47619047619047616	6
relative	Azithromycin	50	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	21	0.2857142857142857	6
relative	Azithromycin	50	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	15	21	0.7142857142857143	6
relative	Azithromycin	50	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	21	0.5238095238095238	6
relative	Azithromycin	50	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	21	0.47619047619047616	6
relative	Azithromycin	50	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	21	0.5714285714285714	6
relative	Azithromycin	50	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	21	0.42857142857142855	6
relative	beta-estradiol 17-valerate	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
relative	beta-estradiol 17-valerate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	20	21	0.9523809523809523	6
relative	beta-estradiol 17-valerate	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	21	0.047619047619047616	6
relative	beta-estradiol 17-valerate	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
relative	beta-estradiol 17-valerate	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
relative	beta-estradiol 17-valerate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
relative	beta-estradiol 17-valerate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	21	1	6
relative	beta-estradiol 17-valerate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	4	7	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	7	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	5	14	0.35714285714285715	6
relative	beta-estradiol 17-valerate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	14	0.6428571428571429	6
relative	beta-estradiol 17-valerate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	7	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	7	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	14	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	14	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	4	7	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	7	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	14	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	14	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	4	7	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	7	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	14	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	14	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	4	7	0.5714285714285714	6
relative	beta-estradiol 17-valerate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	7	0.42857142857142855	6
relative	beta-estradiol 17-valerate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	14	0.6428571428571429	6
relative	beta-estradiol 17-valerate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	5	14	0.35714285714285715	6
relative	beta-estradiol 17-valerate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	5	7	0.7142857142857143	6
relative	beta-estradiol 17-valerate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	7	0.2857142857142857	6
relative	beta-estradiol 17-valerate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	14	0.7142857142857143	6
relative	beta-estradiol 17-valerate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	14	0.2857142857142857	6
relative	beta-estradiol 17-valerate	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
relative	beta-estradiol 17-valerate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	18	0.5555555555555556	6
relative	beta-estradiol 17-valerate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	18	0.4444444444444444	6
relative	beta-estradiol 17-valerate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	beta-estradiol 17-valerate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	3	0.3333333333333333	6
relative	beta-estradiol 17-valerate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	18	0.5555555555555556	6
relative	beta-estradiol 17-valerate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	18	0.4444444444444444	6
relative	beta-estradiol 17-valerate	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
relative	beta-estradiol 17-valerate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	18	0.5	6
relative	beta-estradiol 17-valerate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	18	0.5	6
relative	beta-estradiol 17-valerate	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
relative	beta-estradiol 17-valerate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	18	0.5	6
relative	beta-estradiol 17-valerate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	18	0.5	6
relative	beta-estradiol 17-valerate	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	3	0.6666666666666666	6
relative	beta-estradiol 17-valerate	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	3	0.3333333333333333	6
relative	beta-estradiol 17-valerate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	18	0.6111111111111112	6
relative	beta-estradiol 17-valerate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	7	18	0.3888888888888889	6
relative	beta-estradiol 17-valerate	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	3	3	1	6
relative	beta-estradiol 17-valerate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	18	0.6666666666666666	6
relative	beta-estradiol 17-valerate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	6	18	0.3333333333333333	6
relative	Chlorpromazine	5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Chlorpromazine	5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Chlorpromazine	5	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Chlorpromazine	5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Chlorpromazine	5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Chlorpromazine	5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Chlorpromazine	5	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Chlorpromazine	5	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Chlorpromazine	5	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Chlorpromazine	5	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
relative	Chlorpromazine	5	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
relative	Chlorpromazine	5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
relative	Chlorpromazine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	10	0.9	6
relative	Chlorpromazine	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	10	0.1	6
relative	Chlorpromazine	5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	11	0.09090909090909091	6
